ID	User	FollowersCount	Tweet	CreatedAt	RetweetCount	Truncated	Language	PossiblySensitive	IsLocationAvailable	Retweeted	ScreenNameResponse	UserIDResponse	FriendsCount	ListedCount	UserFavouritesCount	StatusesCount	UserLocation	UserCreatedAt	UserActiveDays	FavoriteCount	EntitiesUrls	EntitiesUrlsCount	EntitiesHashtags	EntitiesHashtagsCount	EntitiesMentions	EntitiesMentionsCount	EntitiesMentionIds	InReplyToScreenName	Source	UserProfileImage	NumCharacters	NumWords	RetweetedUser	RetweetedUserScreenNameResponse	RetweetedUserFollowersCount	RetweetedUserListedCount	RetweetedUserStatusesCount	RetweetedUserLocation	RetweetedUserCreatedAt
504486182474891265	david vidu	1764	Aftershocks, aid are focus days after Napa earthquake: As aftershocks from Sunday's powerful eart... http://t.co/EOfTOACd8Y #quake #news	27-8-2014 04:30:53	0	False	en	False	False	False	Davidvidu	252433607	17	140	0	540380	Bunica,croatia	15-2-2011 05:20:35	1288	0	http://t.co/EOfTOACd8Y	1	quake,news	2	Null	0	Null	Null	<a href="http://twitterfeed.com" rel="nofollow">twitterfeed</a>	Null	136	17	Null	Null	Null	Null	Null	Null	Null	0.0	0.0	0.0	0.0	donation_needs_or_offers_or_volunteering_services
503963779843883008	gamerman184	36	@GameOverGreggy can you talk about the earthquake and the damage it brought San Francisco on beyond tomorrow? Thanks in advance. BEYOND-O!	25-8-2014 17:55:02	0	False	en	False	False	False	gamerman184	244310732	287	2	876	2326	sunny some place in america	29-1-2011 01:14:49	1304	0	Null	0	Null	0	GameOverGreggy	1	62593760	GameOverGreggy	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	Null	138	21	Null	Null	Null	Null	Null	Null	Null	0.0	0.0	0.0	0.0	other_useful_information
503714347017719808	jay	180	RT @GoPro: The SF Bay Area shook last night from an earthquake, but the GoPro Grand Prix is on. Our thoughts go out to our Bay Area friends…	25-8-2014 01:23:53	38	False	en	False	False	True	jayhorne510	85022842	398	4	1087	15337	johannesburg south africa	25-10-2009 06:11:35	1764	0	Null	0	Null	0	GoPro	1	32340023	Null	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	140	28	GoPro	GoPro	2221913	7423	37659		17-4-2009 07:24:30	0.0	0.0	0.0	0.0	sympathy_and_emotional_support
504459679070580736	Mariela Padilla	74	RT @2hip4tv: #napaquake The children tell me it's tough to process, to help them they decided to sell baked goods &amp; lemonade, http://t.co/n…	27-8-2014 02:45:34	14	False	en	False	False	True	talela94	1445231778	101	0	373	292	Null	21-5-2013 02:11:35	463	0	Null	0	napaquake	1	2hip4tv	1	21959183	Null	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	144	23	Randee Deason	2hip4tv	3303	146	13628	Bay Area, Ca.	26-2-2009 02:33:21	0.0	0.0	0.0	0.0	donation_needs_or_offers_or_volunteering_services
503741064067313665	Trisha Liu	994	Cool data analysis of today's Napa earthquake &amp; effect on sleep https://t.co/NkCM0SU0Yd by @Jawbone data engineer @eugmandel via @jwfbean	25-8-2014 03:10:03	0	False	en	False	False	False	mor_trisha	22268003	186	202	1264	11486	Santa Cruz, CA	28-2-2009 16:04:29	2003	0	https://t.co/NkCM0SU0Yd	1	Null	0	Jawbone,eugmandel,jwfbean	3	26276396,14456914,18367672	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	141	19	Null	Null	Null	Null	Null	Null	Null	0.0	0.0	0.0	0.0	other_useful_information
504048510409261056	Onlireeks Tech	446	#Tech Skaters Make Best of Napa Earthquake by Shredding Buckled Streets http://t.co/hTwHAH6Ite #Onlireeks	25-8-2014 23:31:44	0	False	en	False	False	False	OnlireeksTech	269360866	0	67	0	360302	Online	20-3-2011 16:30:42	1254	0	http://t.co/hTwHAH6Ite	1	Tech,Onlireeks	2	Null	0	Null	Null	<a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>	Null	105	13	Null	Null	Null	Null	Null	Null	Null	0.0	0.0	0.0	0.0	other_useful_information
503658192706867200	Chicago Now	4993	Biggest quakes by magnitude in California: By The Associated Press California, where a quake and fire devastated... http://t.co/5T8UBMhix6	24-8-2014 21:40:45	0	False	en	False	True	False	Chicago_CP	55540658	35	297	1	451044	Chicago	10-7-2009 11:54:21	1871	0	http://t.co/5T8UBMhix6	1	Null	0	Null	0	Null	Null	<a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>	Null	138	18	Null	Null	Null	Null	Null	Null	Null	0.0	0.0	0.0	0.0	other_useful_information
504081194808786944	Tingyin Xiao	356	RT @DrShepherd2013: This was published before today's quake...The California #drought may mean more #earthquakes http://t.co/8taJTbvKaY via…	26-8-2014 01:41:36	4	False	en	False	False	True	tingyinxiao	355331051	1168	13	1250	933	Princeton, NJ	15-8-2011 05:34:17	1106	0	http://t.co/8taJTbvKaY	1	drought,earthquakes	2	DrShepherd2013	1	810709142	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	140	16	Marshall Shepherd	DrShepherd2013	46070	1431	63555		8-9-2012 11:09:09	0.0	0.0	0.0	0.0	other_useful_information
503894831975133184	Steven McDowell	71	"@vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea ... http://t.co/2LbJCxEG5i	25-8-2014 13:21:04	0	False	en	False	False	False	sfmcdowell	41681832	361	1	44	1885	Null	21-5-2009 21:25:25	1921	0	http://t.co/2LbJCxEG5i	1	nbcbayarea	1	Null	0	Null	Null	<a href="http://ubersocial.com" rel="nofollow">UberSocial for iPhone</a>	Null	132	16	Null	Null	Null	Null	Null	Null	Null	0.0	0.0	0.0	0.0	other_useful_information
504743681447182338	Oj Simpson Jr	1372	RT @nicksmithnews: LOOK: support bace CRACKED! #MaxwellBridge damage from #napaquake being addresses by @CaltransHQ update: 6PM #mapit http…	27-8-2014 21:34:06	5	False	en	False	False	True	OJSimpsonJr32	18791043	1125	41	21180	57288	Las Vegas	9-1-2009 03:46:36	2056	0	Null	0	MaxwellBridge,napaquake,mapit	3	nicksmithnews,CaltransHQ	2	525945247,524855895	Null	<a href="http://ubersocial.com" rel="nofollow">UberSocial for Android</a>	Null	140	18	nicksmithnews™	nicksmithnews	5075	0	36712	Food*Globe*CA*NYC*PA*DC*AR✈️	16-3-2012 02:09:52	0.0	0.0	0.0	0.0	infrastructure_and_utilities_damage
