ID	User	FollowersCount	Tweet	CreatedAt	RetweetCount	Truncated	Language	PossiblySensitive	IsLocationAvailable	Retweeted	ScreenNameResponse	UserIDResponse	FriendsCount	ListedCount	UserFavouritesCount	StatusesCount	UserLocation	UserCreatedAt	UserActiveDays	FavoriteCount	EntitiesUrls	EntitiesUrlsCount	EntitiesHashtags	EntitiesHashtagsCount	EntitiesMentions	EntitiesMentionsCount	EntitiesMentionIds	InReplyToScreenName	Source	UserProfileImage	NumCharacters	NumWords	RetweetedUser	RetweetedUserScreenNameResponse	RetweetedUserFollowersCount	RetweetedUserListedCount	RetweetedUserStatusesCount	RetweetedUserLocation	RetweetedUserCreatedAt	Indegree	Label
509754219012710400	V α n Ð ι Ð o :3 :3	917	(#On_Swager_1) AP PHOTOS: Thousands Flee Flood in India, Pakistan: AP PHOTOS: Thousands flee fl... http://t.co/nlHZ1ZmaIc (#On_Swager_1)	10-9-2014 17:24:11	0	False	en	False	False	False	_Houstonx7	1688276568	272	18	1	477230	Null	21-8-2013 13:23:48	385	0	http://t.co/nlHZ1ZmaIc	1	On_Swager_1,On_Swager_1	2	Null	0	Null	Null	<a href="http://twitterfeed.com" rel="nofollow">twitterfeed</a>	Null	136	16	Null	Null	Null	Null	Null	Null	Null	displaced_people_and_evacuations
514661836981952512	Kashmir Focus	3865	Environmental factor reason behind #KashmirFloods: Karan  http://t.co/lSNHcSHwGM	24-9-2014 06:25:18	0	False	en	False	False	False	KashmirFocus	1283444592	395	39	431	18771	Global Footprint	20-3-2013 14:48:25	552	0	http://t.co/lSNHcSHwGM	1	KashmirFloods	1	Null	0	Null	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	80	7	Null	Null	Null	Null	Null	Null	Null	other_useful_information
509839941262536704	Shivanand	999	RT @DilliDurAst: Indian army rescues Pakistani golf team from flood-hit Srinagar: reports http://t.co/uGUZ6ako1G	10-9-2014 23:04:49	4	False	en	False	False	True	mshivaanand	176814860	2631	57	30366	111069	aam admi...mumbai, 	10-8-2010 14:23:59	1492	0	http://t.co/uGUZ6ako1G	1	Null	0	DilliDurAst	1	293063175	Null	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	Null	112	13	Shivam Vij	DilliDurAst	82080	648	144087	New Delhi, India	4-5-2011 17:59:31	displaced_people_and_evacuations
514053192959541248	Yasmeen Khan	17	RT @etribune: (News) Flood ‘14: Indian administered #Kashmir suffers from floods and official neglect http://t.co/NevgW2ObEk http://t.co/Qb…	22-9-2014 14:06:46	14	False	en	False	False	True	Yasmeen51641449	2537877794	20	1	1030	643	QUETTA	31-5-2014 17:12:55	113	0	http://t.co/NevgW2ObEk	1	Kashmir	1	etribune	1	125944392	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	140	16	The Express Tribune	etribune	948659	2210	391821	Pakistan	24-3-2010 10:34:52	other_useful_information
509793129726504960	durga nandini	6742	RT @ibnlive: Flood control room set up at Andhra Bhawan in Delhi http://t.co/A4GEGspUc5 #KashmirFloods	10-9-2014 19:58:48	6	False	en	False	False	True	nandinidurga	124056683	1763	96	4018	18249	New Delhi	18-3-2010 03:47:41	1637	0	http://t.co/A4GEGspUc5	1	KashmirFloods	1	ibnlive	1	1032920432	Null	<a href="http://blackberry.com/twitter" rel="nofollow">Twitter for BlackBerry®</a>	Null	102	14	News18	CNNnews18	4285292	6353	731822	India	1-6-2007 20:31:01	other_useful_information
510348647813230592	Susan Todd	1384	RT @NadeemQasim_: IMPORTANT : - How to purify and use flood water if nothing is available. #kashmirfloods RT. http://t.co/qxivxJpn4I	12-9-2014 08:46:14	31	False	en	False	False	True	Suz_Todd	1207262264	2312	87	91454	39399	Null	22-2-2013 08:02:26	567	0	Null	0	kashmirfloods	1	Null	0	Null	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	132	19	JT26	nq1194	563	4	12951		19-4-2010 04:08:38	other_useful_information
509374041312866307	Harsh Kushwah	419	@mmujeebm Kindly RT-- Google Person Finder https://t.co/VCZAM68U4d Kashmir Rescue Form https://t.co/X9KzDSJSNW	9-9-2014 16:13:29	1	False	en	True	False	False	harsh_sync	219860235	563	22	11375	10897	Jaipur,India	26-11-2010 02:47:24	1383	0	https://t.co/VCZAM68U4d,https://t.co/X9KzDSJSNW	2	Null	0	mmujeebm	1	125014886	mmujeebm	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	110	11	Null	Null	Null	Null	Null	Null	Null	donation_needs_or_offers_or_volunteering_services
512311749086040064	Ismael zia	14	RT @TheMcBang: #PrayForPakistan the flood has left thousands of people homeless and many without food and clean water	17-9-2014 18:46:54	45	False	en	False	False	True	zia_ismael	2284166313	28	0	1314	951	Null	15-1-2014 16:56:45	245	0	Null	0	PrayForPakistan	1	TheMcBang	1	633179216	Null	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	117	18	McBaŋɠ	TheMcBang	30494	513	87337	Toronto, Ontario	11-7-2012 20:09:27	displaced_people_and_evacuations
509277332428050432	The Flood Expo	3842	Muddy flood engulfs all but top of Kashmiri temple http://t.co/PDMSfHbPH0 http://t.co/JM4wNZUX8U	9-9-2014 09:49:12	0	False	en	False	False	False	TheFloodExpo	2382023396	2932	66	2603	7836	NEC, Birmingham 	10-3-2014 11:49:51	182	0	http://t.co/PDMSfHbPH0	1	Null	0	Null	0	Null	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	96	11	Null	Null	Null	Null	Null	Null	Null	infrastructure_and_utilities_damage
509267666020749313	Mister Vyrus	66	Over 200 killed in 4 days of rains, floods in Pakistan: Over 200 people have been killed and nearly 400 injure...  http://t.co/1BtsBdR04v	9-9-2014 09:10:47	0	False	en	False	False	False	MisterVyrus	1575536432	37	7	0	14921	Null	7-7-2013 16:28:31	428	0	http://t.co/1BtsBdR04v	1	Null	0	Null	0	Null	Null	<a href="http://twitterfeed.com" rel="nofollow">twitterfeed</a>	Null	137	23	Null	Null	Null	Null	Null	Null	Null	injured_or_dead_people
511162501698826240	Nouman	3624	#DrQadri :Sharifs failed to develop flood preventive measures to save the homes of the oppressed class #PakistanRejectsNawaz	14-9-2014 14:40:12	0	False	en	False	False	False	mnouman826	2482281931	1394	11	37908	38886	Pakistan	7-5-2014 14:56:59	129	0	Null	0	DrQadri,PakistanRejectsNawaz	2	Null	0	Null	Null	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	Null	124	17	Null	Null	Null	Null	Null	Null	Null	other_useful_information
