Pehlay_Pakistan	pakaffairspk	133.0
superkaif_	pakaffairspk	133.0
Abrompton	pakaffairspk	133.0
108_kamal	OfficialMqm	80.0
ruisaldanha	quakelist	57.0
DocPakistan	mazdaki	55.0
taniguchibob	WheresItShaking	54.0
periqlytos	DailyObvious	52.0
absar_hassan	PakStateTimes	48.0
DocPakistan	ayazamir	44.0
DocPakistan	thenews_intl	44.0
allpornstar	etribune	41.0
toxic_game	CNBCPAKISTAN	34.0
PTVNewsOfficial	WorldPTV	31.0
DocPakistan	SaeedShah	31.0
108_kamal	allaboutmqm	29.0
samiakh19	TahirulQadri	27.0
Karachi	etribune	27.0
HASH1246	allaboutmqm	27.0
AslamChandio_	etribune	27.0
HannanM3hmood	BaaghiTV	27.0
DocPakistan	WSJ	27.0
Karachiboy33	allaboutmqm	26.0
imran_sidra	InsafRadio	25.0
rehanmushtaq1	allaboutmqm	25.0
Karachi	DunyaTV	24.0
AkhterNoman	allaboutmqm	24.0
MianZahidHusain	pakaffairspk	23.0
90ahsanali	allaboutmqm	23.0
argyll973	ImranInc	23.0
AlconTwin	AFP	22.0
AkhterNoman	WasayJalil	22.0
MinorOpinion	UN	22.0
Adofstone	allaboutmqm	22.0
Karachiboy33	OfficialMqm	22.0
Lahore	etribune	22.0
james_laker	everyEarthquake	22.0
MinorOpinion	hrw	21.0
SyedMuhammadAsh	allaboutmqm	20.0
TanzeelSHK	108	20.0
travelerSuggest	Xplore_Pakistan	19.0
ZAIDAZIZpk	MediaCellPPP	18.0
khan_aftab1	allaboutmqm	18.0
etribune	tribuneblogs	18.0
TabishHassnain	TahirulQadri	18.0
toxic_game	dunyanetwork	17.0
adeelahsan2	bilalf90	17.0
Warraich592	TahirulQadri	17.0
Time2WakeUpNews	EarthAlerts	17.0
ShoaibMirzaa	MediaCellPPP	16.0
defilibrator	TahirulQadri	16.0
Sauood07	MissAnamSaeed	16.0
Monibism	TahirulQadri	15.0
Meher_J	AFP	15.0
LovePain90	UN	15.0
biyaali57	afzaal_k	15.0
AbbasiMrehan1	OfficialMqm	15.0
india_talk	pakistani_news	15.0
SyedMakkiShah	AnjumKiani	15.0
Sohaibinriaz	WasayJalil	14.0
UmairQureshiMQM	OfficialMqm	14.0
PakPassion	Saj_PakPassion	14.0
Shoaibthinks	Saj_PakPassion	14.0
A_Rizvi110	etribune	14.0
AkhterNoman	mqmunit146	14.0
HASH1246	TorontoUsman	14.0
Unit33c	allaboutmqm	14.0
TamoorRindh	etribune	13.0
rhreid	AP	13.0
suhailmk1	OfficialMqm	13.0
RajaArsalanKhan	Razarumi	13.0
paki_girlx	ilovekhi_tweets	13.0
naqvi_fahad	pakistani_news	13.0
sadiamlk	TahirulQadri	12.0
daniyal_maqsood	SAMAATV	12.0
defilibrator	Afsheeniqbal5	12.0
raotariq157	allaboutmqm	12.0
PakEmbassyDC	asadmk17	12.0
ahteshamBokhari	AnjumKiani	12.0
AmirShahab5	allaboutmqm	12.0
ThePreEminent	TahirulQadri	12.0
bilal24amin	TahirulQadri	12.0
mafaqb103b	allaboutmqm	12.0
ajmalshabbir	HamidMirGEO	12.0
tabiprnce786	TahirulQadri	12.0
AlconTwin	Meher_J	11.0
MinorOpinion	RedCross	11.0
DocPakistan	FarrukhKPitafi	11.0
DocPakistan	NasimZehra	11.0
amahmood72	etribune	11.0
Billekeingrid	equakea	11.0
cinbee	HumanityRoad	11.0
DocPakistan	CChristineFair	11.0
MrGreenFingers	seismicupdate	11.0
VASCommLtd	WSJ	11.0
MNabeelHuda	etribune	11.0
nazazaidi	AnasMallick	11.0
MisyedSyed	Unit33c	11.0
hiranisarT	TahirulQadri	11.0
AqeelAhmedRana	TahirulQadri	11.0
Ayesha_Khan777	mrsultan713	11.0
BreakinNewz01	WheresItShaking	11.0
Realscientist4u	HSNPTI	11.0
VeengasJ	Senator_Baloch	10.0
hassan_k82	CNBCPAKISTAN	10.0
ZAIDAZIZpk	etribune	10.0
Rabia81811	TahirulQadri	10.0
hifsaPAT	TahirulQadri	10.0
fatimali1994	TahirulQadri	10.0
Barifee	UN	10.0
asifjaved04	vaqarahmed	10.0
asifjaved04	nadeemhaque	10.0
QudsiyaMashhadi	AnjumKiani	10.0
AbbasiMrehan1	allaboutmqm	10.0
sylvielasserre	etribune	10.0
DocPakistan	Razarumi	10.0
Karachi	geonews	10.0
kazimjafri4	pakaffairspk	10.0
Aleena_93	TahirulQadri	10.0
zohahassan5	TahirulQadri	10.0
ahmarmajeed	Right_Defenders	10.0
faisalk2005	ShkhRasheed	10.0
Ahmd19al	TahirulQadri	10.0
disasterglobal	EarthAlerts	10.0
Rabail26	JItxtbookreform	9.0
zeeshan_shah_dc	Senator_Baloch	9.0
HakeemWadhela	UN	9.0
DocPakistan	Fahdhusain	9.0
UmairDabeer	LovePain90	9.0
UmairDabeer	UN	9.0
Emman_world	UNICEF	9.0
HussainiMohajir	WasayJalil	9.0
FaisalMehmoodJ	TahirulQadri	9.0
Barifee	Oxfam	9.0
Barifee	ICRC	9.0
CapitalTV_News	JavedIqbalReal	9.0
asifjaved04	FarrukhKPitafi	9.0
hkbpfiladelfia1	persecutionnews	9.0
logondreamz	TahirulQadri	9.0
sylvainraillard	USGS	9.0
imran_sidra	RehamKhan1	9.0
AbbasiMrehan1	WasayJalil	9.0
DocPakistan	NadeemfParacha	9.0
AseefaM1	AseefaBZ	9.0
shahzadtmq	TahirulQadri	9.0
HMRazaTahir	TahirulQadri	9.0
PakEmbassyDC	UN	9.0
Miqdadnaqvi	Right_Defenders	9.0
druidlassy	UN	9.0
Baloch_istan	Razarumi	9.0
SDPIPakistan	SFCG_	9.0
10th543	ShakingEarth	8.0
CapedSufi	TahirulQadri	8.0
bytesforall	privacyint	8.0
aisht1994	TahirulQadri	8.0
Tahirbaba12	TahirulQadri	8.0
adeelTMQ	TahirulQadri	8.0
aalihmd12	TahirulQadri	8.0
AkhterNoman	kkfpk	8.0
MinorOpinion	amnesty	8.0
Iqbal92S	TahirulQadri	8.0
DrAsadKhann	AnjumKiani	8.0
Emman_world	UN	8.0
toarshad	khalidkhan787	8.0
raotariq157	OfficialMqm	8.0
AhsanattaAtta	TahirulQadri	8.0
adeelahsan2	allaboutmqm	8.0
V_rDie	alhamdmb	8.0
DaniyalSheikh1	geonews_english	8.0
UmairQureshiMQM	Nafees_Baig	8.0
ChairpersonFc	BBhuttoZardari	8.0
HASH1246	MQMTelevision	8.0
RanaINaveed	TahirulQadri	8.0
Ahmad123Rehan	TahirulQadri	8.0
Pak_change	TahirulQadri	8.0
khushabpakistan	TahirulQadri	8.0
sabiritaly	TahirulQadri	8.0
Malik_Navid1	TahirulQadri	8.0
alimuhammed91	TahirulQadri	8.0
mumtazawanpak	TahirulQadri	8.0
SaeddAhmad	TahirulQadri	8.0
ChodhryPk	TahirulQadri	8.0
AnasShezad	TahirulQadri	8.0
Usman7Haider	TahirulQadri	8.0
tariqlahori	TahirulQadri	8.0
SaffdarAli	TahirulQadri	8.0
Safeer__Ahmed	TahirulQadri	8.0
now0Newer	TahirulQadri	8.0
KhuramShezaad	TahirulQadri	8.0
nasirminhaji	TahirulQadri	8.0
siddikitaly	TahirulQadri	8.0
rehman1980	TahirulQadri	8.0
SaimaaAziz	TahirulQadri	8.0
siddikPAT	TahirulQadri	8.0
buner_khan	etribune	8.0
Peaceful_intent	HumanityRoad	8.0
james_laker	QuakesToday	8.0
DocPakistan	KamranShafi46	8.0
DocPakistan	Jon_Boone	8.0
ChloeLuvsClouds	QuakesInCA	8.0
MQMUSA	allaboutmqm	8.0
NivineBolous	UNICEF	8.0
DarwinEcoArtist	SEISMOinfo	8.0
muqurashi	TahirulQadri	8.0
NivineBolous	Meher_J	8.0
SagaarBaloch_	UN	8.0
Zarina_Baloch	UN	8.0
ZamanBajwaa	AQpk	8.0
LovePain90	Irumf	8.0
jackserle	NamingTheDead	8.0
ZAIDAZIZpk	BBhuttoZardari	8.0
KainatShoukat	BBhuttoZardari	8.0
